Batch ID,Brand,Calculated Weight (Grams),Category,Cost per Gram,Cost per Item,Created On,Current Date,Current Quantity,Days Until Expires,Expiration Date,Initial Quantity,Last Audit Date,Location,Package ID,Price,Price Profile,Product Name,Product Type,Room,SKU,Source License,Strain Name,Supplier Name,Total Cost,Total Price,Unit of Measure,Weight Unit,insert_datetime,img_url,product_description
None,Northwoods Wellness,8.0,Concentrate,None,20.0,07/06/2021,11/09/2021,8.0,239.0,07/06/2022,56,08/27/2021,Maple Valley Pharms,None,38.5,None,Apple Fritter 1g Caviar,Caviar,Grow Facility,CywtDSct99,None,None,Northwoods Wellness,160.0,308.0,Each,None,None,None,None
None,Refine,4.0,Concentrate,None,15.0,09/15/2021,11/09/2021,8.0,310.0,09/15/2022,28,None,Maple Valley Pharms,None,30.0,None,Prenup Loud Cartridge .5g,.5g Cartridge,Grow Facility,g6fpsRgHf5,None,None,Refine,120.0,240.0,Each,None,None,None,None
None,Maple Valley Pharms,16.0,Concentrate,None,12.0,10/13/2021,11/09/2021,8.0,338.0,10/13/2022,8,None,Maple Valley Pharms,None,50.0,None,Candy Chrome 2g Moon Rocks,2g Moon Rocks,Grow Facility,ivck2HFuYN,None,None,Maple Valley Pharms,96.0,400.0,Each,None,None,None,None
None,Lodestar Cannabis,None,NonEdible,None,25.0,05/13/2021,11/09/2021,8.0,52.0,12/31/2021,27,10/28/2021,Maple Valley Pharms,None,50.0,None,1000mg Egyptian Musk & Rose Medicated Salve,Topical,Sales Floor,xJmxfLDAsJ,None,None,Lodestar Cannabis,200.0,400.0,None,None,None,None,None
None,Refine,8.0,Concentrate,None,20.0,06/30/2021,11/09/2021,8.0,233.0,06/30/2022,28,11/06/2021,Maple Valley Pharms,None,50.0,None,Banana Cartridge 1g,Cartridge,Sales Floor,32DiDPKsQi,None,None,Refine,160.0,400.0,Each,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,7.0,09/09/2021,11/09/2021,8.0,103.0,02/20/2022,30,11/06/2021,Maple Valley Pharms,None,22.5,None,250mg Strawberry Ice Cream Berzerker,250mg Gummies,Sales Floor,DocwEAPqvX,None,None,Edible Vendor,56.0,180.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,11.0,09/13/2021,11/09/2021,8.0,103.0,02/20/2022,16,11/06/2021,Maple Valley Pharms,None,40.0,None,500mg RSO Blue Raspberry Ragnarok,500mg Gummies,Sales Floor,g5nvYF6jcm,None,None,Edible Vendor,88.0,320.0,None,None,None,None,None
None,Iron Lung,None,Edible,None,5.0,09/21/2021,11/09/2021,8.0,310.0,09/15/2022,25,11/06/2021,Maple Valley Pharms,None,12.0,None,IL 100mg Watermelon Gummies,Gummies,Sales Floor,Ehmk7vdxbe,None,None,Edible Vendor,40.0,96.0,None,None,None,None,None
None,Warren\s Cannabis Creations,8.0,Concentrate,None,22.0,10/15/2021,11/09/2021,8.0,340.0,10/15/2022,10,11/06/2021,Maple Valley Pharms,None,50.0,None,Mango Cartridge 1g,Cartridge,Sales Floor,FnbNssMyr8,None,None,Warren\s Cannabis Creations,176.0,400.0,Each,None,None,None,None
None,Best Friend Farms,56.0,Flower - Prepackaged,None,39.97,10/20/2021,11/09/2021,8.0,None,None,12,11/06/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Sativa Dominant,Sales Floor,QpTRf3NGf7,None,Snow Drift,Best Friend Farms,319.76,None,Grams,Quarters,None,None,None
None,Glass Jar Company,56.0,Flower - Prepackaged,None,25.97,10/21/2021,11/09/2021,8.0,None,None,12,11/06/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Hybrid,Sales Floor,sgXWcFaSws,None,Chem Diesel,Glass Jar Company LLC,207.76,None,Grams,Quarters,None,None,None
None,Warren\s Cannabis Creations,0.01,Concentrate,None,22.28,11/06/2021,11/09/2021,8.0,361.0,11/05/2022,10,11/06/2021,Maple Valley Pharms,None,50.0,None,Purple Punch Cartridge 1g,Cartridge,Sales Floor,XeSMCXCBEX,None,None,Warren\s Cannabis Creations,178.24,400.0,Each,None,None,None,None
None,Warren\s Cannabis Creations,8.0,Concentrate,None,22.0,11/06/2021,11/09/2021,8.0,361.0,11/05/2022,10,11/06/2021,Maple Valley Pharms,None,50.0,None,Blueberry Cartridge 1g,Cartridge,Sales Floor,6QMG5tAHkN,None,None,Warren\s Cannabis Creations,176.0,400.0,Each,None,None,None,None
None,Refine,4.0,Concentrate,None,1.0,11/05/2021,11/09/2021,8.0,358.0,11/02/2022,10,11/06/2021,Maple Valley Pharms,None,25.0,None,Runtz Cartridge .5g,.5g Cartridge,Sales Floor,EGtSRpghgB,None,None,Refine,8.0,200.0,Each,None,None,None,None
None,Refine,4.0,Concentrate,None,15.0,11/05/2021,11/09/2021,8.0,358.0,11/02/2022,10,11/06/2021,Maple Valley Pharms,None,30.0,None,The Guice Loud Cartridge .5g,Cartridge,Sales Floor,tDHaWnimdk,None,None,Refine,120.0,240.0,Each,None,None,None,None
None,Lodestar Cannabis,None,NonEdible,None,6.0,10/29/2021,11/09/2021,8.0,332.0,10/07/2022,50,11/06/2021,Maple Valley Pharms,None,12.0,None,Gorilla Glue #5 1.25g Cone,Pre-Roll,Sales Floor,cDXhJ8LNn3,None,None,Lodestar Cannabis,48.0,96.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,5.5,10/06/2021,11/09/2021,8.0,142.0,03/31/2022,24,11/08/2021,Maple Valley Pharms,None,15.0,None,100mg RSO Ecto Cooler Gummies,Gummies,Storage Room,LNM6bfwp8L,None,None,Edible Vendor,44.0,120.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,10/11/2021,11/09/2021,8.0,162.0,04/20/2022,24,11/08/2021,Maple Valley Pharms,None,15.0,None,100mg Snozzberry Gummies,Gummies,Storage Room,xHuYJKg3WP,None,None,Edible Vendor,30.0,120.0,None,None,None,None,None
None,Glass Jar Company,28.0,Flower - Prepackaged,None,12.95,10/21/2021,11/09/2021,8.0,None,None,40,11/07/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Indica Dominant,Storage Room,AktvfWYkMk,None,Gorilla Zkittlez,Glass Jar Company LLC,103.6,None,Grams,Eighths,None,None,None
None,Warren\s Cannabis Creations,8.0,Concentrate,None,22.59,11/05/2021,11/09/2021,8.0,361.0,11/05/2022,10,11/08/2021,Maple Valley Pharms,None,50.0,None,Blue Dream Cartridge 1g,Cartridge,Storage Room,X8binYKYDf,None,None,Warren\s Cannabis Creations,180.72,400.0,Each,None,None,None,None
None,Lodestar Cannabis,56.0,Flower - Prepackaged,None,40.62,11/08/2021,11/09/2021,8.0,None,None,16,11/08/2021,Maple Valley Pharms,None,None,Limited,None,Hybrid,Storage Room,ya4fNTAce3,None,Peanut Butter Breath,Lodestar Cannabis,324.96,None,Grams,Quarters,None,None,None
None,Paul\s Boutique,8.0,Concentrate,None,16.0,11/08/2021,11/09/2021,8.0,253.0,07/20/2022,8,11/08/2021,Maple Valley Pharms,None,35.0,None,Brambleberry 1g Sugar Wax,Sugar Wax,Storage Room,ipwfvo3JWq,None,None,Paul\s Boutique,128.0,280.0,Each,None,None,None,None
None,Zero Gravity Extracts,8.0,Concentrate,None,15.0,11/08/2021,11/09/2021,8.0,297.0,09/02/2022,12,11/08/2021,Maple Valley Pharms,None,32.5,None,Lemon Lava 1g Live Resin,Live Resin,Storage Room,GYz7AX8YYt,None,None,Zero Gravity Extracts,120.0,260.0,Each,None,None,None,None
None,LifePatent,None,Accessory,None,40.0,01/26/2021,11/09/2021,9.0,None,None,94,11/06/2021,Maple Valley Pharms,None,75.0,None,1800mg LP CBD/A Tincture,1800mg CBD/A Tincture,Sales Floor,aA8EWDNiGt,None,None,LifePatent,360.0,675.0,None,None,None,None,None
None,Refine,9.0,Concentrate,None,20.0,06/30/2021,11/09/2021,9.0,233.0,06/30/2022,22,11/06/2021,Maple Valley Pharms,None,50.0,None,Mango Kush Cartridge 1g,Cartridge,Sales Floor,QzaC6fetGb,None,None,Refine,180.0,450.0,Each,None,None,None,None
None,Best Friend Farms,31.5,Flower - Prepackaged,None,19.99,09/24/2021,11/09/2021,9.0,None,None,40,11/06/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,None,Sales Floor,ggPdqTJaaD,None,Picnic,Best Friend Farms,179.91,None,Grams,Eighths,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,10/06/2021,11/09/2021,9.0,162.0,04/20/2022,24,11/06/2021,Maple Valley Pharms,None,15.0,None,100mg Green Apple Gummies,Gummies,Sales Floor,SGahyaFRwM,None,None,Edible Vendor,33.75,135.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,10/06/2021,11/09/2021,9.0,83.0,01/31/2022,24,11/06/2021,Maple Valley Pharms,None,15.0,None,100mg Blue Raspberry Gummies,Gummies,Sales Floor,a4XCaW9wAf,None,None,Edible Vendor,33.75,135.0,None,None,None,None,None
None,Warren\s Cannabis Creations,None,Edible,None,4.0,10/15/2021,11/09/2021,9.0,340.0,10/15/2022,25,11/06/2021,Maple Valley Pharms,None,8.5,None,100mg Orange Lollipop,Lollipop,Sales Floor,fgv28MffAp,None,None,Edible Vendor,36.0,76.5,None,None,None,None,None
None,Snowblind Cannabis,4.5,Concentrate,None,10.0,10/22/2021,11/09/2021,9.0,326.0,10/01/2022,32,11/06/2021,Maple Valley Pharms,None,30.0,None,Blissful Wizard Loud Cartridge .5g,.5g Cartridge,Sales Floor,wqqvM4vdja,None,None,Snowblind Cannabis,90.0,270.0,Each,None,None,None,None
None,Warren\s Cannabis Creations,9.0,Concentrate,None,22.0,11/05/2021,11/09/2021,9.0,361.0,11/05/2022,10,11/08/2021,Maple Valley Pharms,None,50.0,None,Ghost Train Haze Cartridge 1g,Cartridge,Sales Floor,9fWe9nEoHz,None,None,Warren\s Cannabis Creations,198.0,450.0,Each,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,5.99,10/14/2021,11/09/2021,9.0,338.0,10/13/2022,20,11/08/2021,Maple Valley Pharms,None,19.99,None,300mg CBD Tropical Combo Pack Gummies,300mg Gummies,Storage Room,C5sgg5aw3r,None,None,Edible Vendor,53.91,179.91,None,None,None,None,None
None,Third Eye,None,NonEdible,None,6.0,10/21/2021,11/09/2021,9.0,336.0,10/11/2022,46,10/28/2021,Maple Valley Pharms,None,17.5,None,Humboldt Lemon 1g Cone 2ct.,2ct Pre-Roll,Storage Room,yMEeBQvWTr,None,None,Third Eye,54.0,157.5,None,None,None,None,None
None,Best Friend Farms,10.0,Concentrate,None,21.0,06/02/2021,11/09/2021,10.0,205.0,06/02/2022,28,08/27/2021,Maple Valley Pharms,None,40.0,None,Gas Masque 1g Bubble Hash Ball Select,Hash,Grow Facility,qYYc5uu2PC,None,None,Best Friend Farms,210.0,400.0,Each,None,None,None,None
None,Maple Valley Pharms,10.0,Concentrate,None,6.0,10/13/2021,11/09/2021,10.0,338.0,10/13/2022,10,None,Maple Valley Pharms,None,25.0,None,Candy Chrome 1g Moon Rocks,Moon Rocks,Grow Facility,7xGL9PiFsq,None,None,Maple Valley Pharms,60.0,250.0,Each,None,None,None,None
None,Maple Valley Pharms,15.0,Concentrate,None,9.0,10/13/2021,11/09/2021,10.0,338.0,10/13/2022,10,None,Maple Valley Pharms,None,37.5,None,Candy Chrome 1.5g Moon Rocks,1.5g Moon Rocks,Grow Facility,kFS2P5dTCL,None,None,Maple Valley Pharms,90.0,375.0,Each,None,None,None,None
None,Zero Gravity Extracts,None,NonEdible,None,6.0,10/25/2021,11/09/2021,10.0,350.0,10/25/2022,10,None,Maple Valley Pharms,None,12.0,None,Guava Tangie 1g Cone,Pre-Roll,Grow Facility,J7R4JE8HYX,None,None,Zero Gravity Extracts,60.0,120.0,None,None,None,None,None
None,Zero Gravity,None,NonEdible,None,6.0,10/25/2021,11/09/2021,10.0,350.0,10/25/2022,10,None,Maple Valley Pharms,None,12.0,None,Animal Mints 1g Cone,Pre-Roll,Grow Facility,jK2rc2tKoq,None,None,Zero Gravity Extracts,60.0,120.0,None,None,None,None,None
None,Best Friend Farms,10.0,Concentrate,None,21.0,10/29/2021,11/09/2021,10.0,354.0,10/29/2022,16,None,Maple Valley Pharms,None,40.0,None,Haskap 1g Bubble Hash Ball Select,Hash,Grow Facility,hBDvwBT7QL,None,None,Best Friend Farms,210.0,400.0,Each,None,None,None,None
None,Refine,5.0,Concentrate,None,11.0,11/02/2021,11/09/2021,10.0,358.0,11/02/2022,20,None,Maple Valley Pharms,None,25.0,None,Fruity Pebbles Cartridge .5g,.5g Cartridge,Grow Facility,8JEiTc7zTT,None,None,Refine,110.0,250.0,Each,None,None,None,None
None,Refine,5.0,Concentrate,None,1.0,11/02/2021,11/09/2021,10.0,358.0,11/02/2022,20,None,Maple Valley Pharms,None,25.0,None,Runtz Cartridge .5g,.5g Cartridge,Grow Facility,EGtSRpghgB,None,None,Refine,10.0,250.0,Each,None,None,None,None
None,Refine,10.0,Concentrate,None,15.0,11/02/2021,11/09/2021,10.0,358.0,11/02/2022,20,None,Maple Valley Pharms,None,30.0,None,GMO x I95 Loud Cartridge .5g,Cartridge,Grow Facility,ZFfNtEYnvQ,None,None,Refine,150.0,300.0,Each,None,None,None,None
None,Refine,5.0,Concentrate,None,15.0,11/02/2021,11/09/2021,10.0,358.0,11/02/2022,20,None,Maple Valley Pharms,None,30.0,None,The Guice Loud Cartridge .5g,Cartridge,Grow Facility,tDHaWnimdk,None,None,Refine,150.0,300.0,Each,None,None,None,None
None,Glass Jar Company,70.0,Flower - Prepackaged,None,25.9,11/03/2021,11/09/2021,10.0,None,None,12,11/04/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Sativa,Grow Facility,JRz8avXyaD,None,Moonshine,Glass Jar Company LLC,259.0,None,Grams,Quarters,None,None,None
None,Glass Jar Company,70.0,Flower - Prepackaged,None,25.9,11/03/2021,11/09/2021,10.0,None,None,12,11/04/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Hybrid,Grow Facility,7NacdqgwBZ,None,Pink Kush,Glass Jar Company LLC,259.0,None,Grams,Quarters,None,None,None
None,Lodestar Cannabis,None,NonEdible,None,25.0,05/13/2021,11/09/2021,10.0,52.0,12/31/2021,21,05/21/2021,Maple Valley Pharms,None,50.0,None,1000mg Lavender Medicated Salve,Topical,Return to Grow,eLnF2zKz93,None,None,Lodestar Cannabis,250.0,500.0,None,None,None,None,None
None,Third Eye,35.0,Flower - Prepackaged,None,14.0,11/06/2021,11/09/2021,10.0,None,None,10,11/04/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,None,Return to Grow,Ar4a5jRSAK,None,Alchemy,Third Eye,140.0,None,Grams,Eighths,None,None,None
None,Lodestar Cannabis,None,NonEdible,None,25.0,05/13/2021,11/09/2021,10.0,52.0,12/31/2021,20,10/28/2021,Maple Valley Pharms,None,50.0,None,1000mg Cedar and Bergamot Medicated Salve,Topical,Sales Floor,WdnmYegWDG,None,None,Lodestar Cannabis,250.0,500.0,None,None,None,None,None
None,Refine,10.0,Concentrate,None,20.0,06/30/2021,11/09/2021,10.0,233.0,06/30/2022,28,11/06/2021,Maple Valley Pharms,None,50.0,None,Raspberry Cartridge 1g,Cartridge,Sales Floor,q23mwF2gik,None,None,Refine,200.0,500.0,Each,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,8.0,09/09/2021,11/09/2021,10.0,103.0,02/20/2022,30,11/06/2021,Maple Valley Pharms,None,22.5,None,250mg Blueberry Lemonade Berzerker,250mg Gummies,Sales Floor,CuhPw66S5C,None,None,Edible Vendor,80.0,225.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,11.0,09/13/2021,11/09/2021,10.0,103.0,02/20/2022,16,11/06/2021,Maple Valley Pharms,None,40.0,None,500mg RSO Strawberry Ice Cream Ragnorok,500mg Gummies,Sales Floor,igxF5g3wXz,None,None,Edible Vendor,110.0,400.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,4.58,09/16/2021,11/09/2021,10.0,142.0,03/31/2022,24,11/06/2021,Maple Valley Pharms,None,15.0,None,100mg RSO Strawberry Ice Cream Gummies,Gummies,Sales Floor,HKb2mzoguT,None,None,Edible Vendor,45.8,150.0,None,None,None,None,None
None,Iron Lung,None,Edible,None,5.0,09/21/2021,11/09/2021,10.0,310.0,09/15/2022,22,11/06/2021,Maple Valley Pharms,None,12.0,None,100mg Pear Gummies,Gummies,Sales Floor,KCPuZ7hibK,None,None,Edible Vendor,50.0,120.0,None,None,None,None,None
None,We Grow Beans,10.0,Concentrate,None,7.5,09/17/2021,11/09/2021,10.0,311.0,09/16/2022,30,11/06/2021,Maple Valley Pharms,None,20.0,None,Purple Punch 1g Kief,Kief,Sales Floor,3TyF5tw9Eb,None,Purple Punch,We Grow Beans,75.0,200.0,Each,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,5.5,09/29/2021,11/09/2021,10.0,142.0,03/31/2022,24,11/06/2021,Maple Valley Pharms,None,15.0,None,100mg RSO Bubble Gummies,Gummies,Sales Floor,oji2DtB45X,None,None,Edible Vendor,55.0,150.0,None,None,None,None,None
None,Zero Gravity Extracts,35.0,Flower - Prepackaged,None,13.26,10/08/2021,11/09/2021,10.0,None,None,40,11/06/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Sativa Dominant,Sales Floor,K4rTYBzKQr,None,Red Bone - LD,Zero Gravity Extracts,132.6,None,Grams,Eighths,None,None,None
None,Northwoods Wellness,35.0,Flower - Prepackaged,None,20.65,10/18/2021,11/09/2021,10.0,None,None,50,11/06/2021,Maple Valley Pharms,None,None,Limited,None,Hybrid,Sales Floor,G6a2faNs6J,None,Sundae Driver,Northwoods Wellness,206.5,None,Grams,Eighths,None,None,None
None,Kine Folks,35.0,Flower - Prepackaged,None,17.18,10/20/2021,11/09/2021,10.0,None,None,40,11/06/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Hybrid,Sales Floor,7CHf2oviYG,None,Mandarin Zkittlez,Kine Folks,171.8,None,Grams,Eighths,None,None,None
None,Glass Jar Company LLC,None,NonEdible,None,6.0,10/21/2021,11/09/2021,10.0,337.0,10/12/2022,25,11/06/2021,Maple Valley Pharms,None,17.5,None,Cheese Candy 1g Cone 2ct,2ct Pre-Roll,Sales Floor,7K9PCr43qN,None,None,Glass Jar Company LLC,60.0,175.0,None,None,None,None,None
None,Lodestar Cannabis,35.0,Flower - Prepackaged,None,20.31,10/28/2021,11/09/2021,10.0,None,None,32,11/06/2021,Maple Valley Pharms,None,None,Limited,None,Hybrid,Sales Floor,y6f82ygGXQ,None,Peanut Butter Breath,Lodestar Cannabis,203.1,None,Grams,Eighths,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,10/11/2021,11/09/2021,10.0,162.0,04/20/2022,24,10/11/2021,Maple Valley Pharms,None,15.0,None,100mg Snozzberry Gummies,Gummies,Sales Floor,xHuYJKg3WP,None,None,Edible Vendor,37.5,150.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,7.0,09/09/2021,11/09/2021,10.0,103.0,02/20/2022,30,11/08/2021,Maple Valley Pharms,None,22.5,None,250mg Snozzberry Berzerker,250mg Gummies,Storage Room,qBMBuj5gjD,None,None,Edible Vendor,70.0,225.0,None,None,None,None,None
None,Lodestar Cannabis,10.0,Concentrate,None,42.0,09/17/2021,11/09/2021,10.0,284.0,08/20/2022,10,11/08/2021,Maple Valley Pharms,None,65.0,None,Banana Cream 1g Hash Rosin,Rosin,Storage Room,kFgYHqGgjW,None,None,Lodestar Cannabis,420.0,650.0,Each,None,None,None,None
None,Maple Valley Pharms,10.0,Concentrate,None,16.0,10/12/2021,11/09/2021,10.0,325.0,09/30/2022,35,11/08/2021,Maple Valley Pharms,None,50.0,None,1000mg Strawberry Banana THC Tincture,Tincture,Storage Room,jySCBuu9so,None,None,Maple Valley Pharms,160.0,500.0,Each,None,None,None,None
None,Best Friend Farms,35.0,Flower - Prepackaged,None,20.12,10/20/2021,11/09/2021,10.0,None,None,20,11/07/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Indica Dominant,Storage Room,gzPLHnW8SW,None,Route 26,Best Friend Farms,201.2,None,Grams,Eighths,None,None,None
None,Best Friend Farms,35.0,Flower - Prepackaged,None,19.98,10/20/2021,11/09/2021,10.0,None,None,40,11/07/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Sativa Dominant,Storage Room,FhCpjbcgmv,None,Snow Drift,Best Friend Farms,199.8,None,Grams,Eighths,None,None,None
None,Warren\s Cannabis Creations,10.0,Concentrate,None,22.0,11/05/2021,11/09/2021,10.0,361.0,11/05/2022,10,11/08/2021,Maple Valley Pharms,None,50.0,None,Mango Cartridge 1g,Cartridge,Storage Room,Cupzeohwg9,None,None,Warren\s Cannabis Creations,220.0,500.0,Each,None,None,None,None
None,Paul\s Boutique,10.0,Concentrate,None,16.0,11/08/2021,11/09/2021,10.0,253.0,07/20/2022,10,11/08/2021,Maple Valley Pharms,None,35.0,None,Garlic Cookies 1g Sugar Wax,Sugar Wax,Storage Room,K6udufyRxo,None,None,Paul\s Boutique,160.0,350.0,Each,None,None,None,None
None,We Grow Beans,11.0,Flower - Bulk,5.39,None,09/16/2021,11/09/2021,11.0,None,None,445,None,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Indica Dominant,Grow Facility,WDksehEZ7s,None,Candy Chrome,We Grow Beans,59.29,None,None,None,None,None,None
None,Dr. Dabber,None,Accessory,None,17.95,06/21/2021,11/09/2021,11.0,None,None,15,09/17/2021,Maple Valley Pharms,None,34.95,None,Robust Blend CBD .5g Cartridge,.5g CBD Cartridge,Return to Grow,pHEDyrAwJY,None,None,Dr. Dabber,197.45,384.45,None,None,None,None,None
None,Lodestar Cannabis,None,NonEdible,None,25.0,05/13/2021,11/09/2021,11.0,52.0,12/31/2021,20,05/21/2021,Maple Valley Pharms,None,50.0,None,1000mg Cedar and Bergamot Medicated Salve,Topical,Return to Grow,WdnmYegWDG,None,None,Lodestar Cannabis,275.0,550.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,09/03/2021,11/09/2021,11.0,83.0,01/31/2022,48,11/06/2021,Maple Valley Pharms,None,15.0,None,100mg Bubble Gum Gummies,Gummies,Sales Floor,Cu8scunefW,None,None,Edible Vendor,41.25,165.0,None,None,None,None,None
None,Kine Folks,38.5,Flower - Prepackaged,None,18.0,08/12/2021,11/09/2021,11.0,None,None,40,11/06/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Hybrid,Sales Floor,n4B4uqenTk,None,Lemon Tree,Kine Folks,198.0,None,Grams,Eighths,None,None,None
None,Mighty Viking Gummies,None,Edible,None,5.5,09/16/2021,11/09/2021,11.0,142.0,03/31/2022,24,11/06/2021,Maple Valley Pharms,None,15.0,None,100mg RSO Blue Raspberry Gummies,Gummies,Sales Floor,y8oZcFuPbz,None,None,Edible Vendor,60.5,165.0,None,None,None,None,None
None,Blue Sky,11.0,Concentrate,None,20.0,11/18/2020,11/09/2021,11.0,105.0,02/22/2022,50,11/06/2021,Maple Valley Pharms,None,32.0,None,Strawberry Angel Food 1g RSO,RSO,Sales Floor,DyJuQr5Htz,None,Strawberry Angel Food,Blue Sky,220.0,352.0,Each,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,4.58,10/06/2021,11/09/2021,11.0,162.0,04/20/2022,24,11/06/2021,Maple Valley Pharms,None,15.0,None,100mg Tropical Fruit Punch Gummies,Gummies,Sales Floor,qpuY8xiAje,None,None,Edible Vendor,50.38,165.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,6.0,09/29/2021,11/09/2021,11.0,142.0,03/31/2022,24,11/06/2021,Maple Valley Pharms,None,15.0,None,100mg RSO Key Lime Pie Gummies,Gummies,Sales Floor,pbZqAQkXEf,None,None,Edible Vendor,66.0,165.0,None,None,None,None,None
None,Warren\s Cannabis Creations,None,Edible,None,2.0,10/15/2021,11/09/2021,11.0,340.0,10/15/2022,25,11/06/2021,Maple Valley Pharms,None,5.0,None,50mg Key Lime Lollipop,50mg Lollipop,Sales Floor,5fFiQs6vap,None,None,Edible Vendor,22.0,55.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,5.5,10/06/2021,11/09/2021,11.0,142.0,03/31/2022,24,11/06/2021,Maple Valley Pharms,None,15.0,None,100mg RSO Ecto Cooler Gummies,Gummies,Sales Floor,LNM6bfwp8L,None,None,Edible Vendor,60.5,165.0,None,None,None,None,None
None,Snowblind Cannabis,5.5,Concentrate,None,15.0,10/06/2021,11/09/2021,11.0,303.0,09/08/2022,10,11/06/2021,Maple Valley Pharms,None,28.0,None,Jungle Diamonds .5g Live Rosin,.5g Rosin,Sales Floor,XL6n66sCHf,None,None,Snowblind Cannabis,165.0,308.0,Each,None,None,None,None
None,Warren\s Cannabis Creations,None,Edible,None,5.5,10/29/2021,11/09/2021,11.0,354.0,10/29/2022,100,11/06/2021,Maple Valley Pharms,None,10.0,None,100mg Caramel Chew,Caramel,Sales Floor,iHr4p8hnfP,None,None,Edible Vendor,60.5,110.0,None,None,None,None,None
None,Third Eye,11.0,Concentrate,None,16.0,07/08/2021,11/09/2021,11.0,241.0,07/08/2022,60,11/06/2021,Maple Valley Pharms,None,32.0,None,Alchemy 1g RSO,RSO,Sales Floor,XEFxjKGTeY,None,None,Third Eye,176.0,352.0,Each,None,None,None,None
None,Maple Valley Pharms,None,Edible,None,5.0,11/05/2021,11/09/2021,11.0,10.0,11/19/2021,18,11/06/2021,Maple Valley Pharms,None,18.0,None,200mg No Bake Cookies,200mg Cookie,Sales Floor,syzqsPCve8,None,None,Edible Vendor,55.0,198.0,None,None,None,None,None
None,Snowblind Cannabis,77.0,Flower - Prepackaged,None,20.0,11/05/2021,11/09/2021,11.0,None,None,20,11/06/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Hybrid,Sales Floor,yD5LQhmxsh,None,Girl Scout Glue x BWiz,Snowblind Cannabis,220.0,None,Grams,Quarters,None,None,None
None,Fort Horne Weed Co,22.0,Concentrate,None,16.0,11/08/2021,11/09/2021,11.0,347.0,10/22/2022,12,11/08/2021,Maple Valley Pharms,None,40.0,None,Sugar Black Rose 2g Live Badder,Badder,Sales Floor,rgGGvGcZCP,None,None,Fort Horne Weed Co,176.0,440.0,Each,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,6.0,09/29/2021,11/09/2021,11.0,142.0,03/31/2022,24,11/08/2021,Maple Valley Pharms,None,15.0,None,100mg RSO Blueberry Lemonade Gummies,Gummies,Storage Room,YgNkPbj37y,None,None,Edible Vendor,66.0,165.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,10/06/2021,11/09/2021,11.0,162.0,04/20/2022,24,11/08/2021,Maple Valley Pharms,None,15.0,None,100mg Pineapple Gummies,Gummies,Storage Room,jQWKmEBmmx,None,None,Edible Vendor,41.25,165.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,10/06/2021,11/09/2021,11.0,162.0,04/20/2022,24,11/08/2021,Maple Valley Pharms,None,15.0,None,100mg Mango Gummies,Gummies,Storage Room,bGQnGQTMp5,None,None,Edible Vendor,41.25,165.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,7.0,10/19/2021,11/09/2021,11.0,103.0,02/20/2022,30,11/08/2021,Maple Valley Pharms,None,22.5,None,250mg RSO Watermelon Berzerker,250mg Gummies,Storage Room,GZMTtWrb26,None,None,Warren\s Cannabis Creations,77.0,247.5,None,None,None,None,None
